id,name,catalog_type,catalog_label,quality,territory_id,territory_name,territory_role,claim_nairacoin,lat,lon,image,wikimedia_commons,mapillary,wikipedia
n_2455133555,First Holistic Health Physiotherapy Clinic,hospital,Hospital,B,uwani,Uwani,unclaimed,24,6.425602,7.494653,,,,
n_2455133556,Rossy Valley International Hotels Limited,hotel,Hotel,B,coal_camp,Coal Camp,playable_faction,30,6.425886,7.478563,,,,
n_2455133560,National Information Technology Development Agency,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.426954,7.513367,,,,
n_2455133562,Skye Bank,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.4271752499999995,7.50874865,,,,
n_2455133728,Skye Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.438479,7.486486,,,,
n_2455133749,Skye Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.440433,7.488753,,,,
n_2455133563,IMT Industrial Centre,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.42726,7.516191,,,,
n_2455133565,Nigeria Postal Service,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.427478,7.505228,,,,
n_2455133765,Nigeria Postal Service,civic,Civic,B,ogui,Ogui,unclaimed,36,6.441402,7.494195,,,,
n_2455133568,Extension Edidas,civic,Civic,B,coal_camp,Coal Camp,playable_faction,30,6.427868,7.479469,,,,
n_2455133572,Coal Camp Micro Finance Bank,bank,Bank,B,coal_camp,Coal Camp,playable_faction,0,6.428701,7.479144,,,,
n_2455133573,Paladium Hotels,hotel,Hotel,B,coal_camp,Coal Camp,playable_faction,30,6.429341,7.480994,,,,
n_2455133575,"Holy Rosary College Uwani, Enugu",school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.4294247,7.4953809,,,,"en:Holy Rosary College, Enugu"
n_2455133602,Nigeria Postal Service Dept,civic,Civic,B,coal_camp,Coal Camp,playable_faction,30,6.429925,7.480778,,,,
n_2455133604,Ogbete Tax Office,civic,Civic,B,coal_camp,Coal Camp,playable_faction,30,6.430344,7.481188,,,,
n_2455133606,Hansa Clinics,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.430425,7.496329,,,,
n_2455133608,Hands & Brain,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.430819,7.519318,,,,
n_2455133610,First Bank,bank,Bank,B,coal_camp,Coal Camp,playable_faction,0,6.430995,7.480389,,,,
n_2455133731,First Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.43871,7.486838,,,,
n_2455133762,First Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.441286,7.488165,,,,
n_2455133780,First Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.442505,7.496561,,,,
n_2492315152,First Bank,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.4413275,7.509551,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e6cf120-ea38-47d1-b369-e7e7bc95f3e0%5D%2FPOI_Picture1,,,
n_2455133611,The International First Aid Society,civic,Civic,B,coal_camp,Coal Camp,playable_faction,30,6.431016,7.482905,,,,
n_2455133613,Ogbete River Primary School,school,School,B,coal_camp,Coal Camp,playable_faction,20,6.431292,7.479129,,,,
n_2455133614,Topranks Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.431383,7.51969,,,,
n_2455133615,Umuchinemere Procredit Microfinance Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.431395,7.493063,,,,
n_2455133616,Olu Aka Di Mma Vocational Technical Training Centre,school,School,B,coal_camp,Coal Camp,playable_faction,20,6.43145,7.478238,,,,
n_2455133618,City Primary School,school,School,B,coal_camp,Coal Camp,playable_faction,20,6.431651,7.477204,,,,
n_2455133619,Niger Optical Services Co Nig. Limited Eye Clinic,shop,Shop,B,unclaimed,Unclaimed area,unclaimed,42,6.4318913,7.4938897,,,,
n_2455133622,National Library,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.432387,7.518436,,,,
n_2455133623,The Calvary Institute Of Technology,school,School,B,coal_camp,Coal Camp,playable_faction,20,6.4285068,7.4786957,,,,
n_2455133625,First Hotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.432522,7.500935,,,,
n_2455133627,National Primary Health Care Development Agency,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4334584,7.517713,,,,
n_2455133628,Coal Mining Corporation,civic,Civic,B,coal_camp,Coal Camp,playable_faction,30,6.433263,7.469609,,,,
n_2455133629,Concil Obiagu Primary School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.43336,7.4970571,,,,
n_2455133630,Placia Hotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.4334325,7.4981058,,,,
n_2455133643,Civil Liberty Organization South East Zone,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4336216,7.4977605,,,,
n_2455133647,Dec Enugu Micro Finance Bank,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.433616,7.519998,,,,
n_2455133648,Association Of Senior Civil Servants Of Nig Enugu State Chapter,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4337015,7.4954332,,,,
n_2455133656,First Bank of Nigeria,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.43476,7.4940535,,,,
n_2455133657,Residency Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.434675,7.522885,,,,
n_2455133658,Fontana Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.434676,7.523119,,,,
n_2455133659,Education Resources Center Ministry Of Education,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.434758,7.502914,,,,
n_2455133672,NTA Enugu Network Centre,shop,Shop,B,independence_layout,Independence Layout,playable_faction,35,6.4403398,7.5144146,,,,
n_2455133680,Holy Child Motherless Babies Home,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.434914,7.489003,,,,
n_2455133688,Nigeria Export Promotion Council,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.434965,7.521196,,,,
n_2455133689,News Agency Of Nigeria,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.434974,7.531078,,,,
n_2455133690,Universal Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.435023,7.519428,,,,
n_8754485216,Universal Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4350607,7.5179479,,,,
n_2455133691,Bank Of Agriculture,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.4350818,7.5210949,,,,
n_2455133692,Saloon Hotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.4354596,7.4990701,,,,
n_2455133694,Sterling Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.435587,7.489649,,,,
n_2455133774,Sterling Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.442117,7.489677,,,,
n_2455133696,Ministry Of Education Zonal Inspectorate Office Enugu,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.435785,7.505088,,,,
n_2455133697,United Bank For Africa (UBA),bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.435841,7.520309,,,,
n_2455133742,United Bank for Africa (UBA),bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.440098,7.488242,,,,
n_2455133754,United Bank For Africa (UBA),bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.440688,7.488765,,,,
n_2455133791,United Bank For Africa (UBA),bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.443517,7.491742,,,,
n_2455133699,State Central Library,civic,Civic,B,ogui,Ogui,unclaimed,36,6.435965,7.491271,,,,
n_2455133702,Enugu State Universal Education Board,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.436195,7.519825,,,,
n_2455133703,PHCN Corporate Zonal Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.436203,7.514333,,,,
n_2455133704,Victory Clinic,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.436359,7.5000977,,,,
n_2455133705,Urban Micro Finance Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.436513,7.503587,,,,
n_2455133708,Community Resource Centre,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.436841,7.519354,,,,
n_2455133709,School Of Nursing UNTH,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.436922,7.478114,,,,
n_2455133710,First Choice Specialist Clinic,hospital,Hospital,B,independence_layout,Independence Layout,playable_faction,20,6.437193,7.504572,,,,
n_2455133711,Federal Ministry Of Agriculture & Rural Development (South East Office),civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.437305,7.518904,,,,
n_2455133712,Guaranty Trust Bank (GTB),bank,Bank,B,ogui,Ogui,unclaimed,0,6.4350447,7.4910542,,,,
n_2455133815,Guaranty Trust Bank (GTB),bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.4453285000000005,7.5153055,,,,
n_2455133713,Fidelity bank PLC Ogui road,bank,Bank,B,ogui,Ogui,unclaimed,0,6.437362,7.492851,,,,
n_2455133715,Red Cross House,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.437685,7.48803,,,,
n_2455133717,Umuchinemere Procredit Micro- Finance Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.437882,7.503556,,,,
n_2455133718,United Trust Assurance Co Limited,bank,Bank,B,ogbete,Ogbete,prize_zone,0,6.43804,7.485908,,,,
n_2455133719,AG Homes,bank,Bank,B,ogbete,Ogbete,prize_zone,0,6.438149,7.485679,,,,
n_2455133737,AG Homes,bank,Bank,B,ogui,Ogui,unclaimed,0,6.439649,7.494323,,,,
n_2455133720,Harvard Trust Savings Loans Ltd,bank,Bank,B,ogbete,Ogbete,prize_zone,0,6.438162,7.485849,,,,
n_2455133723,House Of Assembly,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.438328,7.517722,,,,
n_2455133724,Jacob Memorial Clinic,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.438333,7.502103,,,,
n_2455133725,Enugu North Local Government Headquarters,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.438371,7.486164,,,,
n_2455133726,Nigeria Communication Commission,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.438443,7.515473,,,,
n_2455133727,Nigeria Prisons Service,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.438444,7.483925,,,,
n_2455133729,"Amalgamated Union Of Public Corporation, Civil Service Technical & Recreational Services Employees",civic,Civic,B,ogui,Ogui,unclaimed,36,6.438486,7.4932,,,,
n_2455133732,Hotel Metropole,hotel,Hotel,B,ogui,Ogui,unclaimed,36,6.438839,7.493655,,,,
n_2455133733,Mainstreet Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.438986,7.493963,,,,
n_2455133735,Nigerian Prison Services State Headquarters,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.43918,7.531847,,,,
n_2455133736,Unity Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.439554,7.494253,,,,
n_2455133738,Alpha Nnachuks Oil & Gas Limited,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.439671,7.487911,,,,
n_2455133739,The Bull,hotel,Hotel,B,ogui,Ogui,unclaimed,36,6.439857,7.497054,,,,
n_2455133756,Citi Chef,food,Food,B,ogui,Ogui,unclaimed,48,6.4409482,7.4947792,,,,
n_2455133757,Hotel Presidential,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4413222999999995,7.5125098,,,,
n_2455133759,Emmanuel Clinic,hospital,Hospital,B,ogui,Ogui,unclaimed,24,6.44096,7.495275,,,,
n_2455133761,Express Mail Centre,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.441176,7.510056,,,,
n_2455133767,Olive View Clinics,civic,Civic,B,ogui,Ogui,unclaimed,36,6.44144,7.49606,,,,
n_2455133768,Old Orchard,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.441468,7.531782,,,,
n_2455133769,Olive Gate Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.441486,7.531773,,,,
n_2455133773,La-Nueva Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.441964,7.531849,,,,
n_2455133775,Access Bank (ATM),bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.442138,7.51417,,,,
n_2455133777,Grace International School,school,School,B,ogui,Ogui,unclaimed,24,6.442223,7.497481,,,,
n_2455133778,Tax Appeal Tribunal,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.442234,7.488255,,,,
n_2455133779,Crunchies,food,Food,B,independence_layout,Independence Layout,playable_faction,40,6.442399,7.514391,,,,
n_2455133781,Toscana Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.442575,7.523773,,,,
n_2455133783,Zanzibar,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.442757,7.524759,,,,
n_2455133784,Sky Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.442854,7.496503,,,,
n_2455133785,PMAN,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.442897,7.490042,,,,
n_2455133786,Zodiac,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.443213,7.514898,,,,
n_2455133787,State Strategy For Community Development CDP Community Development Project,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.443393,7.489043,,,,
n_2455133789,Ministry Of Education Examination Development Centre,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.443457,7.488521,,,,
n_2455133790,NBTEB State Office,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.443491,7.490426,,,,
n_2455133808,Roban Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4442174,7.5101743,,,,
n_2455133809,World Health Organisation,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4445067,7.52467,,,,
n_2455133810,Fidelity Bank Regional Head Quarter,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.444406,7.515137,,,,
n_2455133812,UNICEF Field Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.444814,7.524714,,,,
n_2455133814,Bayview Resorts & Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.444987,7.525881,,,,
n_2455133816,Society For Family Health,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.445192,7.527388,,,,
n_2455133817,Ikeoha Foundation,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4452,7.527473,,,,
n_2455133822,Rural Electrification Agency Of Nigeria,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4461291,7.512587,,,,
n_2455133823,Modotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.446123,7.492059,,,,
n_2455133824,Gardenia Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4463101,7.5123886,,,,
n_2460131041,Gardenia Guest House,hotel,Hotel,B,ogui,Ogui,unclaimed,36,6.4457225,7.4986264,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf505354-17b8-4777-ab9a-dd08f0446ac9%5D%2FPOI_Picture1,,,
n_2455133828,Comni Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.446806,7.532621,,,,
n_2455133830,Gemini Inn,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.447077,7.511356,,,,
n_2455133831,Hotel Monte-Carlo,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.44719,7.533061,,,,
n_2455133833,Bethel Medical Clinic,hospital,Hospital,B,ogui,Ogui,unclaimed,24,6.447611,7.501111,,,,
n_2455133835,THE Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.448519,7.522784,,,,
n_2455133836,Astoria Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.448773,7.511899,,,,
n_2455133837,Metropole Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.449193,7.512225,,,,
n_2455133838,State UNDP Desk Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.449256,7.520472,,,,
n_2455133840,Office Of The Special Adviser To The Governor,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.449277,7.520499,,,,
n_2455133841,National Emergency Management Agency,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.449421,7.534563,,,,
n_2455133842,Hotel Chiloville,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.449412,7.5202699,,,,
n_2455133843,Independent Corrupt Practice & Other Related Offences Commission,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.449477,7.534779,,,,
n_2455133845,Favours Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.449758,7.511517,,,,
n_2455133846,Lavida Suites,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.449999,7.521868,,,,
n_2455133847,Allen Suites,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.450161,7.519926,,,,
n_2455133855,Petroleum Equalisation Fund Board,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.450252,7.535889,,,,
n_2455133863,Admiral Resort & Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4504208,7.5309225,,,,
n_2455133871,Legislative Quarters,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4445264,7.5126252,,,,
n_2455133879,Hotel Fidelma,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.450657,7.536405,,,,
n_2455133888,Prawa,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.451082,7.528012,,,,
n_2455133907,Crown Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.45121,7.526142,,,,
n_2455133916,Blue Island Hotel & Arena,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.453459,7.512837,,,,
n_2455133925,Citi Center,food,Food,B,independence_layout,Independence Layout,playable_faction,40,6.453905,7.512724,,,,
n_2455133927,Naowa Group Of Schools,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.462466,7.513008,,,,
n_2455133928,Naowa Nursery School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.462553,7.513196,,,,
n_2455133930,El-Shaddai International Schools,school,School,B,abakpa,Abakpa,playable_faction,20,6.481112,7.525955,,,,
n_2455133931,New Eunaco Guest House,hotel,Hotel,B,abakpa,Abakpa,playable_faction,30,6.482651,7.523375,,,,
n_2460130857,Carmel Nursery & Primary School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.467566,7.504813,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A32fd838b-253f-4a78-b803-b397763231ac%5D%2FPOI_Picture1,,,
n_2460130860,Catholic Workers Volunteer Force Enugu Head Office.,civic,Civic,B,uwani,Uwani,unclaimed,36,6.417684,7.492469,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6a36cfea-98b4-4637-8513-3af15acc579d%5D%2FPOI_Picture1,,,
n_2460130988,"Enugu State College Of Education (Technical), Enugu",school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.4597925,7.498836000000001,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4c6cc28a-0b85-4e56-b8ed-a577c327991f%5D%2FPOI_Picture1,,,
n_2460131005,Federal Character Commission,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.433987,7.516896,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7fc1d849-a02f-412e-a23d-1dd6cd537500%5D%2FPOI_Picture1,,,
n_2460131006,Federal High Court,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4400089,7.523446,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3bb96bd5-de39-4439-8235-7eba5bac191a%5D%2FPOI_Picture1,,,
n_2460131055,Grandchavy,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.434606,7.532501,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae99dbe89-53e2-42b5-b573-0aa4b2d738c0%5D%2FPOI_Picture1,,,
n_2460131090,INEC,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4338523,7.5214984,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae103b26a-35ba-474d-86c8-ccc5b66fea46%5D%2FPOI_Picture1,,,
n_2460131108,Mac-Royal Hotels Limited Annex,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.441628,7.510457,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab1f2db3b-222a-4908-ab23-a9d2f88fe362%5D%2FPOI_Picture1,,,
n_2460131109,Maco Plaza Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.44645,7.529332,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A051a4dff-0660-46a2-923d-90aa8332e9a5%5D%2FPOI_Picture1,,,
n_2460131167,Mr bigs stuffs,food,Food,B,ogui,Ogui,unclaimed,48,6.4474229,7.4998656,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adb260556-ec3a-4bb9-8464-f2e215beeba9%5D%2FPOI_Picture1,,,
n_2460131169,NDLEA,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.440375,7.537779,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aae3840b2-cb38-4be9-b4b0-ad3f604032fb%5D%2FPOI_Picture1,,,
n_2460131213,Nigeria Institute For Triponomiasis Research,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.440908,7.51024,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab60c721e-cee6-4099-bafb-6e3aaaf1893e%5D%2FPOI_Picture1,,,
n_2460131219,Nigerian Bank For Commerce & Industry Enugu,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.440306,7.507694,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3625aa59-f6cf-417d-8255-57d8c0c17bbb%5D%2FPOI_Picture1,,,
n_2460131222,Nigerian Telecommunication,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.431524,7.513976,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A09ffa381-2837-493a-a1e1-917717956a0d%5D%2FPOI_Picture1,,,
n_2460131284,Quixotel,hotel,Hotel,B,ogui,Ogui,unclaimed,36,6.4460583,7.4985996,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afd07ca90-33ac-45b6-b1fd-089906cdb490%5D%2FPOI_Picture1,,,
n_2460131293,Rockland International,school,School,B,independence_layout,Independence Layout,playable_faction,20,6.442606,7.510234,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7585e894-8d2c-4261-af4e-b3b2863f3275%5D%2FPOI_Picture1,,,
n_2460131329,Standard Organization Of Nigeria,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4282324,7.5289681,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A82550ace-97f1-4519-a16c-7f02df17f911%5D%2FPOI_Picture1,,,
n_2460131346,Teachers Registration Council Of Nigeria,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.433674,7.517222,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1982fd62-6b7f-4f69-8094-3919e19ae323%5D%2FPOI_Picture1,,,
n_2460131361,Trisa Clinics,hospital,Hospital,B,independence_layout,Independence Layout,playable_faction,20,6.4402618,7.5107963,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0af2a73b-d4ec-4e1e-8eea-95aa3a514b0c%5D%2FPOI_Picture1,,,
n_2482707775,Prosper Hotel,hotel,Hotel,B,trans_ekulu,Trans-Ekulu,unclaimed,36,6.4798527,7.4849388,,,,
n_2492311896,GTC Clinic Enugu,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.459315,7.497971,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3583dd97-d401-44b3-adea-557122fe34e7%5D%2FPOI_Picture1,,,
n_2492312262,Trafalgar Place,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.481725,7.501872,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A85de6557-5d94-4c1b-ad78-8ff717a96034%5D%2FPOI_Picture1,,,
n_2492315023,Enugu State Broadcasting Service,shop,Shop,B,independence_layout,Independence Layout,playable_faction,35,6.434097,7.516597,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af2b4181a-b8d5-48d8-a6fe-5f0a80e29566%5D%2FPOI_Picture1,,,
